RA,Dec,mag,cz
9.262388889,42.26611111,14.8,4197
13.98963889,5.538611111,15.2,4197
14.08041667,11.39555556,14.8,4197
23.85108333,20.15,12.9,4197
2.721527778,3.644722222,15.5,4198
23.31991667,8.109444444,15,4198
11.97433333,10.02138889,14.6,4199
23.44463889,3.758611111,15.3,4199
7.133611111,31.66333333,14.7,4200
8.002972222,73.06833333,15.5,4200
9.4685,17.19638889,14.5,4201
9.079055556,18.81111111,15.1,4202
9.420583333,17.59888889,14.6,4202
3.892222222,32.4925,14.9,4203
8.317194444,21.18583333,15,4203
13.60416667,38.34388889,14,4203
1.202611111,12.24388889,15.5,4204
12.21847222,17.09916667,15.4,4205
14.46411111,25.83833333,15.4,4206
23.31461111,6.876944444,15,4206
1.032722222,-1.936944444,14.3,4207
6.278361111,66.50666667,14.9,4207
14.57936111,0.888611111,15.5,4207
4.322472222,2.597222222,15.5,4208
10.85297222,20.17027778,14.7,4208
1.132583333,33.3025,15.4,4209
14.19219444,19.17222222,15.4,4209
0.65375,0.863611111,13.9,4210
2.003194444,38.02111111,13.4,4210
8.840777778,60.08277778,15.4,4210
14.50933333,25.51388889,15.3,4210
17.3365,23.84083333,14.5,4210
3.5005,41.8325,14.8,4211
15.80438889,21.02472222,15.2,4211
2.549,21.89361111,14.8,4212
6.119138889,64.67333333,15.3,4212
14.03430556,9.929444444,13.8,4214
17.83711111,14.28694444,14.4,4214
17.84136111,14.39416667,14.7,4214
0.487527778,2.863888889,13.2,4215
9.088416667,18.44194444,15.5,4215
1.402888889,28.60611111,15.2,4216
23.27736111,15.89777778,15.4,4216
6.283555556,81.13777778,13.8,4217
8.414861111,66.86916667,15.1,4217
1.264388889,33.81,14.8,4218
14.59275,36.81861111,15.3,4218
12.50575,3.74,15.1,4219
6.445611111,80.50472222,15.5,4220
15.82913889,18.52694444,14.6,4220
9.236944444,43.135,14.8,4221
11.51766667,20.23583333,15.4,4221
8.294916667,4.61,15.4,4222
12.08983333,17.92,14.6,4222
13.97055556,5.408333333,15,4222
2.566666667,20.97666667,12.9,4223
3.282972222,31.56694444,14.9,4223
15.81586111,7.222222222,14.8,4224
0.654944444,0.9125,14.2,4226
1.391083333,33.20444444,14,4226
12.48116667,4.292777778,15.5,4226
14.06288889,14.86833333,15.1,4226
23.50380556,15.76083333,15.4,4226
9.24475,15.46194444,14.2,4227
11.36197222,20.16972222,11.5,4227
17.88261111,27.67277778,14.6,4227
20.95727778,7.467222222,15.4,4227
11.71794444,48.39916667,15,4228
12.39,7.473055556,14.9,4228
20.47188889,10.75527778,15,4228
8.931388889,13.56277778,15.5,4229
16.00305556,58.38583333,14.8,4229
16.04747222,32.145,15,4229
20.80013889,-0.179166667,15,4230
9.248805556,46.90333333,14,4232
14.07694444,35.54555556,15.4,4232
12.35788889,6.653333333,14,4233
12.39969444,48.77972222,13.5,4233
1.036166667,32.45194444,15.1,4234
17.19827778,20.26444444,15.4,4235
8.499972222,52.69722222,13.9,4236
1.358527778,14.505,15,4237
3.268416667,40.80444444,14.9,4238
5.366333333,3.482222222,14.9,4238
17.40788889,24.97166667,15.2,4238
19.04588889,27.30694444,15.5,4238
1.265083333,13.35305556,15,4239
9.414777778,41.06027778,14.8,4240
8.326916667,4.657222222,14,4241
3.466472222,39.90472222,14.9,4242
4.331527778,2.095277778,14.7,4242
2.145694444,38.77722222,12.7,4244
8.735638889,34.71722222,13.1,4244
5.854888889,79.69611111,14.8,4245
3.474361111,40.15472222,15,4246
5.465916667,63.85944444,14.8,4246
8.808388889,19.04361111,15.4,4248
17.34708333,24.88611111,15.4,4248
18.68266667,23.08888889,15.5,4248
6.336583333,66.585,14.9,4250
6.432055556,64.74027778,15.1,4250
0.485583333,2.811111111,15.5,4252
23.41372222,15.27527778,13.8,4252
1.665888889,34.40833333,14.9,4253
6.463777778,83.31055556,15.3,4255
9.42525,45.5325,15.3,4256
11.11577778,7.174444444,13.7,4256
13.54727778,-3.083333333,15.2,4256
2.704583333,42.39305556,15.2,4257
8.342611111,4.571666667,15.1,4261
8.655472222,71.70333333,15.4,4261
9.194361111,46.63972222,14.3,4261
15.97880556,26.81861111,14.9,4261
11.93991667,23.86805556,14.8,4263
14.54097222,27.42722222,14.9,4263
6.60325,82.96833333,13.7,4264
9.159277778,32.50611111,15.4,4264
14.62280556,36.56777778,13.9,4264
8.776555556,19.01833333,15,4265
8.373555556,5.002222222,15.5,4266
12.78994444,35.35194444,14.3,4266
6.233888889,80.00388889,15.2,4267
23.26966667,15.85083333,15.4,4267
6.416888889,64.56527778,14.6,4268
0.524833333,8.400555556,15.4,4270
15.60102778,39.83138889,15.1,4270
18.56547222,22.88833333,15,4270
7.109666667,63.84888889,13.6,4271
11.34888889,19.63222222,14.6,4272
16.74705556,22.52083333,13.5,4272
23.33966667,27.31527778,13.7,4273
5.36575,3.486388889,14.8,4274
23.03011111,15.5825,14.5,4274
23.76530556,12.06166667,14.6,4274
18.71986111,18.7275,15,4275
0.655138889,3.331111111,14.3,4277
9.412388889,20.02861111,15.5,4277
14.48833333,30.83222222,14.7,4277
0.424666667,20.2375,14.3,4278
14.04336111,32.51027778,14,4279
6.141777778,64.72388889,14.7,4280
13.95822222,6.096944444,13.7,4280
14.30469444,31.65388889,14.9,4280
5.760472222,64.03027778,15.3,4281
7.835888889,30.73222222,14.5,4281
7.940333333,29.46916667,15.2,4281
20.47466667,25.72333333,15,4281
5.749138889,69.15972222,14.7,4282
8.266416667,23.19972222,15.2,4282
17.91094444,60.81805556,14.3,4282
14.07427778,16.30361111,14.6,4283
16.89125,79.06972222,15.5,4283
7.861972222,30.44861111,15.5,4284
8.338055556,4.703333333,15.2,4285
11.368,19.05027778,15.5,4285
14.20883333,13.30472222,14.1,4285
15.61005556,17.33833333,15,4285
5.760722222,69.06055556,15.1,4286
23.24925,9.994722222,15.5,4286
21.95811111,41.24916667,15.1,4287
9.144027778,32.59305556,14.7,4289
13.97286111,6.339166667,13.7,4289
0.612722222,1.886388889,15.4,4290
1.123611111,32.29277778,14.3,4290
13.50172222,-1.721111111,13.6,4290
21.28297222,83.82138889,15.2,4290
7.258944444,64.92638889,13.4,4293
11.21133333,25.49777778,15.2,4293
5.356083333,4.887777778,14.3,4294
4.768666667,-2.077222222,15,4295
20.5265,7.161666667,15.5,4295
14.81988889,38.41361111,15.4,4296
4.480944444,7.754166667,15.2,4297
23.40997222,44.22833333,15.5,4297
6.234027778,64.70916667,14.8,4298
1.690111111,8.525277778,14.3,4299
7.426027778,36.68611111,15.1,4300
1.639111111,7.533888889,14.8,4301
10.25230556,5.243611111,15.4,4301
3.335,41.62972222,15,4302
9.502527778,20.09,14.2,4302
8.380638889,66.97083333,15.3,4303
20.78863889,0.320555556,13.5,4303
16.62716667,72.37416667,13.1,4304
2.448083333,41.69027778,15.3,4305
6.475194444,21.55027778,15.4,4305
13.97080556,6.258611111,14,4305
14.48705556,30.02638889,14.3,4306
3.297527778,41.45083333,15.4,4308
4.983833333,-1.493055556,15.5,4308
5.417805556,72.57444444,15.2,4311
9.054083333,30.59138889,14.7,4311
9.193138889,32.84944444,15.4,4311
14.48797222,28.82166667,13.6,4311
23.34208333,29.30722222,14.9,4311
18.57686111,22.90972222,14.1,4312
1.744,35.80666667,15.3,4313
5.775444444,69.05083333,14.4,4314
7.812333333,66.19722222,14.2,4314
9.092305556,18.26222222,15.1,4314
17.91461111,71.54055556,15.5,4314
9.37625,46.6575,15.5,4315
19.45997222,54.37277778,14.8,4315
20.89677778,7.846388889,15.4,4315
1.903138889,35.92222222,15.2,4316
12.11236111,17.71527778,14.7,4316
6.41575,82.31861111,14.6,4317
15.82969444,12.39916667,14.5,4317
18.49694444,23.01111111,15.2,4318
23.41983333,15.19972222,15.4,4318
8.461666667,21.47916667,13.9,4320
23.26552778,13.19611111,14.5,4321
9.444388889,45.8475,14.2,4323
14.48041667,26.03222222,15.2,4323
12.64669444,32.09166667,14,4324
2.233277778,41.87694444,15,4325
8.833694444,19.00972222,15.2,4325
16.52702778,22.31916667,15.2,4325
4.5205,8.511111111,14.8,4327
8.345305556,-1.412222222,15,4328
15.60772222,22.50055556,14.9,4328
13.84333333,33.705,13.5,4329
18.79561111,23.34722222,15,4329
8.282638889,20.5125,15.5,4330
3.843416667,73.03138889,15.1,4332
1.255138889,28.52833333,15.2,4333
8.184638889,6.298611111,15.2,4333
2.183333333,37.82388889,15.2,4334
4.763138889,-2.392777778,12.9,4334
22.37052778,36.38694444,14.7,4334
8.383166667,4.276388889,14.6,4335
9.631944444,17.01472222,14.9,4335
14.01458333,6.486388889,15.5,4335
9.561638889,39.98416667,15.5,4336
2.844583333,41.67166667,13.7,4337
4.667972222,74.18555556,14.8,4338
4.958194444,-0.8625,15.5,4338
16.11863889,22.06055556,15,4338
22.28130556,40.50472222,13.6,4338
16.17725,31.79194444,15.3,4340
11.9785,25.03638889,14.2,4341
23.92269444,21.5875,13.9,4341
2.140277778,14.34944444,13.7,4342
0.474944444,2.648611111,14.8,4343
6.320333333,80.06861111,14.3,4344
14.75544444,38.73166667,14.1,4345
14.08383333,11.01194444,15.3,4346
4.979666667,-0.883888889,15.5,4347
16.01863889,19.44861111,15,4347
5.340666667,6.571666667,15.4,4348
0.027277778,23.48416667,13.2,4349
9.3065,69.80972222,14.8,4350
12.23833333,59.61555556,15.5,4350
23.85683333,20.11166667,13.1,4350
14.47547222,27.40916667,13.9,4351
20.789,0.483888889,15.2,4351
2.657694444,41.49333333,14.7,4352
1.532805556,33.47638889,13.7,4353
2.719833333,40.42666667,13.8,4353
13.83069444,33.62194444,14.8,4353
0.028333333,23.49555556,13.9,4353
1.944666667,33.04416667,13.6,4355
5.192,-0.586388889,14.7,4355
13.88058333,2.263333333,15.2,4355
1.140555556,33.14777778,14.8,4356
15.95227778,22.40472222,14.5,4356
8.287694444,1.206111111,15.3,4358
0.523305556,8.466944444,14.6,4359
2.228583333,17.09916667,15.5,4359
4.503027778,6.943888889,15.5,4359
18.79916667,22.9425,15.4,4359
4.959055556,-1.1225,15.3,4360
17.49030556,24.88222222,14.8,4361
6.936805556,84.07888889,14.5,4363
13.86783333,-2.206666667,14.2,4364
7.929083333,84.92638889,14,4365
16.61327778,72.40361111,14.4,4365
0.659694444,0.859722222,14.7,4366
11.37077778,20.20833333,14.7,4366
0.521916667,8.474722222,15,4367
12.43769444,5.476388889,15.2,4367
15.94272222,21.28916667,14.7,4367
6.390611111,64.57444444,15.5,4368
9.506361111,19.46888889,15.3,4368
12.08977778,17.88611111,14.1,4368
8.012777778,16.54722222,14.9,4369
9.614555556,37.69472222,14.6,4369
18.43608333,23.31583333,15.1,4369
7.833333333,30.74666667,15.4,4371
8.908194444,32.63583333,15.3,4372
14.48658333,30.0775,15.5,4372
16.05030556,20.95638889,15,4372
1.993305556,30.90972222,13.4,4374
20.3325,15.37722222,15.3,4374
10.64530556,56.55416667,15.2,4375
14.08061111,31.065,15.4,4375
9.906027778,68.3325,15.1,4376
11.98361111,25.22277778,14.4,4376
14.21144444,30.85527778,15.3,4376
23.33411111,15.95277778,14.3,4377
1.922583333,36.30694444,15.5,4378
16.80105556,62.20027778,14.3,4378
8.032555556,8.551666667,14.2,4379
8.207555556,-1.428055556,15.3,4379
8.681611111,19.355,14.8,4379
6.374527778,66.57861111,14.5,4380
13.88366667,2.26,15.4,4380
1.370333333,33.26027778,14.3,4381
1.946027778,33.05833333,15.5,4381
8.906,32.68083333,14.9,4382
13.87661111,0.818333333,14.2,4383
1.386583333,33.45972222,13,4384
11.3765,20.70416667,14.6,4386
23.24255556,0.235833333,14.4,4386
6.798611111,84.1625,14.7,4388
14.46869444,25.86888889,14.9,4388
2.578638889,23.41305556,14.5,4389
3.209194444,39.31861111,13.9,4389
8.707416667,70.96805556,15,4390
9.842944444,44.32361111,14.3,4390
15.42613889,18.27777778,14.6,4391
2.092666667,34.88083333,15.2,4392
2.646527778,41.67083333,14.5,4393
15.66611111,21.47055556,14.7,4393
18.36741667,66.61638889,14.2,4393
14.01216667,31.89388889,14.9,4394
18.06572222,60.47666667,15.4,4394
11.80897222,12.70583333,15.3,4396
12.82616667,25.47,13.5,4397
8.040194444,9.597222222,15,4398
10.69791667,55.94972222,15.5,4398
2.730527778,32.47444444,14.9,4399
0.466277778,2.507777778,14.9,4400
14.29963889,26.41305556,14.2,4400
13.97738889,7.216666667,15,4401
16.30219444,22.22583333,14.9,4401
2.575833333,33.94194444,15.3,4402
20.84141667,9.815833333,15.4,4403
1.342555556,29.61722222,14.7,4404
1.381833333,28.83583333,15.2,4404
21.59241667,35.39805556,13,4404
22.07522222,41.41083333,14.3,4404
5.345,72.53583333,14.9,4405
4.881277778,3.056944444,14.7,4406
14.45805556,29.95194444,15.4,4406
2.428527778,41.77722222,15,4407
5.202416667,5.461944444,15.4,4407
19.01402778,28.77111111,15.5,4407
6.165972222,79.92611111,15,4408
18.70144444,20.14111111,15.5,4408
18.9455,25.23722222,15.3,4410
7.827027778,32.73861111,15.4,4411
2.409472222,33.16805556,15.3,4413
8.298972222,0.745833333,13.5,4413
20.73602778,12.41805556,14.5,4413
9.625277778,32.84166667,14.4,4415
11.9695,25.12222222,14.1,4415
2.140194444,14.97222222,14.3,4417
8.313666667,21.21805556,15.5,4417
19.9955,14.76555556,14.9,4417
20.63997222,6.996388889,14.6,4417
7.805277778,34.3325,14.6,4418
0.658305556,36.34666667,14.9,4419
7.528916667,63.24333333,14.9,4420
7.561166667,31.33444444,15.1,4420
0.145138889,37.44777778,14.5,4421
9.752472222,68.59472222,13.7,4421
2.944194444,47.52555556,14.9,4422
15.86244444,12.7425,15.1,4423
0.640805556,1.976666667,15.4,4424
1.252694444,33.79138889,15.3,4424
17.16972222,21.64972222,15.5,4424
7.267777778,64.71138889,13.2,4425
17.59255556,25.34611111,15.3,4425
20.07625,12.73944444,14.4,4426
11.74030556,19.82805556,15.5,4427
1.58025,34.035,14.3,4428
8.713444444,45.64083333,15.2,4428
9.625305556,19.58944444,14.6,4428
16.09986111,21.36027778,15.4,4428
9.639805556,43.50916667,14.7,4429
10.59425,28.56583333,14.2,4430
22.04947222,41.05916667,14.5,4430
8.769472222,19.35388889,15.4,4431
23.29347222,14.00083333,14.8,4431
3.349444444,41.89388889,15.1,4432
9.648333333,34.29972222,15.1,4432
23.04205556,38.71444444,15.5,4432
0.620055556,35.90277778,15.5,4433
2.989694444,47.07805556,15.5,4433
16.74263889,32.2175,15.4,4433
23.02119444,9.598888889,14.6,4433
12.31558333,8.961666667,15.4,4434
0.740527778,16.81361111,15.3,4435
2.446333333,20.49722222,13.8,4435
6.916944444,84.04166667,15.5,4436
9.850611111,30.58444444,15.1,4436
15.98683333,20.76388889,13.4,4436
23.35508333,25.38527778,14.6,4436
5.36525,3.342222222,14.9,4437
14.41575,25.025,15.4,4437
0.660444444,8.965277778,15.2,4438
0.725666667,14.3425,13.5,4438
6.886638889,27.08027778,15.4,4438
6.979833333,29.00944444,15.2,4438
1.121527778,32.48222222,13.9,4439
1.459972222,-1.105,14.8,4439
5.790777778,79.63583333,14.7,4439
7.088777778,64.04083333,15.4,4439
7.179472222,80.97138889,15.2,4440
8.113333333,5.309444444,13.9,4440
14.46947222,26.93583333,15.5,4440
20.64580556,9.725,15.1,4440
22.39088889,41.18166667,15,4440
16.72227778,70.6325,13.5,4441
20.44519444,10.69444444,15.1,4443
0.07075,22.58861111,15.4,4444
8.343083333,-1.376666667,15.1,4444
12.91455556,35.39444444,14.8,4445
5.196138889,5.200555556,13.7,4446
18.19983333,15.16,15.5,4446
2.573861111,32.95416667,13.9,4448
20.60941667,11.49472222,14,4448
0.620138889,1.941944444,14.5,4450
4.932861111,2.936111111,15.3,4450
7.206972222,23.71222222,15.3,4450
13.78530556,33.88166667,14.8,4450
8.123555556,6.863333333,15.4,4451
8.420027778,20.33472222,14.3,4452
0.282277778,27.88972222,14.7,4453
15.43413889,18.07361111,13.8,4453
23.21352778,12.67944444,14,4453
13.65369444,-1.120833333,15.3,4454
22.17730556,42.02111111,15,4454
13.94875,14.14194444,15.1,4455
0.998138889,31.82694444,14.8,4456
9.578,19.55,15.2,4456
13.86772222,-2.126388889,15.3,4456
5.1485,75.42805556,14.6,4458
16.03094444,17.9575,14.5,4458
1.26375,31.82916667,15.4,4460
0.316805556,23.47638889,15.3,4462
4.818194444,71.52194444,15.3,4462
7.297583333,85.005,15.3,4463
2.023527778,15.64666667,14.3,4464
3.461083333,40.89694444,15.5,4464
14.66036111,24.53861111,15.4,4464
19.30602778,34.83722222,14.4,4464
18.18291667,44.76805556,15.3,4466
8.381416667,21.07777778,15.4,4467
10.84952778,-2.150277778,12.9,4467
7.481694444,20.59194444,14.6,4468
8.021666667,25.30416667,15.5,4468
5.254305556,6.265,14.8,4469
1.359666667,33.60055556,15.5,4470
1.891583333,36.22111111,13.9,4470
14.50311111,27.53194444,15.1,4470
5.22125,66.46388889,15.4,4471
15.77619444,33.22361111,15.5,4471
16.28911111,59.32055556,14.8,4471
6.88425,23.13555556,14.7,4472
13.56136111,-1.898888889,15.3,4473
17.45963889,32.29222222,15.3,4474
16.02472222,19.35944444,14.8,4475
7.137472222,86.65805556,15.3,4476
2.672,32.26222222,14.5,4477
7.674638889,20.69944444,15.2,4478
18.31644444,16.24944444,15.1,4478
22.15761111,40.98972222,15.4,4478
1.36425,33.28194444,14.9,4479
9.6945,68.38361111,15.2,4479
8.435388889,21.45666667,15.5,4480
11.97797222,25.31638889,14.7,4480
14.51916667,27.23722222,15.2,4480
14.78902778,23.95027778,15.1,4480
15.66852778,20.68027778,14.4,4480
0.368083333,23.73694444,15,4481
4.763444444,-2.083888889,14.2,4481
2.568888889,32.94694444,13.5,4485
9.652222222,34.00638889,14.1,4486
14.51838889,25.35527778,15,4486
19.52505556,35.87666667,15,4486
15.88136111,40.64694444,14.6,4491
2.912416667,41.52833333,14.8,4492
14.47122222,25.84888889,14.2,4492
16.80566667,62.97611111,13.5,4494
5.996583333,62.15805556,14.8,4495
6.872361111,15.24861111,14.1,4495
7.785888889,30.48861111,14.9,4495
18.63180556,17.53388889,15.5,4496
1.516166667,14.10861111,14.7,4497
12.40058333,58.38527778,14.3,4497
0.913055556,31.36583333,14.9,4498
1.772944444,36.46027778,13.5,4498
2.126027778,17.2025,13.9,4498
23.26294444,13.29027778,14.7,4498
0.480055556,3.43,15,4500
0.674916667,25.02722222,15.1,4500
4.932916667,2.234444444,14.7,4500
14.48341667,35.94388889,15.5,4500
18.58730556,22.49972222,15.3,4500
2.205527778,37.4775,14.5,4501
4.807527778,73.46916667,14.6,4501
12.528,3.926388889,13.3,4501
0.148527778,23.8175,14.5,4502
1.469472222,-1.306111111,14.5,4502
4.936055556,2.156388889,14.3,4502
22.40322222,6.004166667,15.3,4502
8.057083333,10.05055556,14.5,4503
20.53866667,11.3675,14.7,4503
0.832916667,21.71972222,15.3,4504
3.46425,36.38972222,15.5,4504
4.677,0.505277778,14.7,4504
4.755833333,73.39111111,15.3,4504
4.981805556,-0.488888889,13.9,4504
8.374638889,-1.046111111,14.9,4504
0.691111111,25.49916667,13,4505
1.948138889,-2.019166667,15,4505
8.318083333,21.79138889,15.2,4506
0.813111111,31.95694444,15,4507
22.47902778,39.085,15,4507
15.70427778,39.98388889,14.7,4509
7.239388889,35.39888889,15.5,4510
20.9035,10.55,15.3,4510
1.948527778,33.26666667,14.8,4511
10.4015,57.99111111,15.5,4511
0.200361111,26.39388889,15.3,4512
6.860277778,15.38,15.5,4512
4.948166667,-0.587777778,15.3,4513
6.870166667,15.23638889,15.2,4513
8.327388889,19.93222222,15.5,4513
1.878194444,36.14388889,14.5,4514
3.52175,35.46638889,14.9,4516
5.002166667,72.31611111,15.4,4516
0.425,24.81111111,14.9,4517
0.89075,29.27027778,14.8,4517
22.56855556,5.570277778,13.4,4517
23.46966667,32.47277778,15.5,4517
7.055861111,86.5575,14.8,4518
22.32502778,29.38777778,14.4,4518
10.31905556,34.675,14.9,4519
10.04516667,67.73027778,15,4520
13.60202778,51.23611111,14,4520
4.685722222,73.67138889,15,4522
15.59780556,39.76888889,13.9,4522
8.639777778,19.71583333,15.1,4524
19.06366667,33.84472222,14,4524
3.244583333,39.61777778,14.8,4525
4.940916667,0.711388889,15.3,4525
5.467361111,64.23416667,15.4,4525
7.676027778,34.22972222,14.5,4525
12.52302778,29.13638889,14.1,4525
2.357027778,25.42333333,14.6,4526
4.773972222,-2.679722222,14.8,4526
15.62302778,20.54972222,14.7,4526
0.173833333,25.83194444,13.9,4527
14.70622222,22.33305556,14.8,4527
2.170638889,6.05,15,4528
16.81763889,68.75722222,15.4,4528
18.20511111,25.66222222,15.4,4528
7.387805556,32.49527778,14.9,4529
12.40313889,58.36083333,15.2,4529
5.175444444,63.16555556,14.5,4530
7.089805556,64.09277778,15.3,4530
2.613777778,33.32722222,13.4,4531
12.96325,36.37083333,14.6,4534
16.29913889,22.94583333,15,4534
2.165,10.96111111,15.4,4535
8.639972222,19.59527778,15.2,4535
2.730666667,32.51166667,14.9,4536
7.072305556,64.02027778,13.5,4536
20.83138889,9.9575,15.5,4536
23.50747222,30.22166667,14.9,4536
1.919666667,36.26027778,15.4,4537
7.06425,22.36916667,14.7,4537
8.010416667,13.69722222,14.9,4537
8.179,7.473055556,15.1,4537
14.51686111,25.48972222,15.3,4537
23.23422222,8.992222222,14.6,4538
2.074888889,28.81222222,14.7,4539
16.08691667,20.54222222,14.1,4541
18.04019444,26.04333333,14.6,4541
23.56616667,44.68,15.3,4541
7.071777778,23.90166667,14.8,4542
14.05113889,28.03361111,14.7,4542
22.43163889,40.31527778,15.3,4542
8.842111111,-3.099166667,15,4543
10.83697222,-1.289444444,14.7,4543
19.02822222,40.74555556,13.3,4545
20.57708333,9.135,15.3,4545
21.69161111,0.895,15.3,4545
13.05408333,7.801944444,14.9,4546
20.40988889,12.44388889,15.4,4546
6.913583333,23.50194444,15.2,4547
7.968055556,26.57055556,15.5,4547
10.84208333,20.33361111,15.4,4547
2.852583333,2.593333333,14.6,4548
7.048527778,62.76972222,14.9,4548
1.640722222,33.36611111,15,4549
8.686083333,20.89638889,15.4,4549
1.558666667,35.66805556,14,4550
14.03822222,7.684166667,14.4,4550
2.188166667,37.49722222,12.8,4551
8.374611111,-1.103055556,15.5,4552
18.84286111,26.83805556,14.6,4552
19.13861111,43.06861111,14.7,4552
4.795916667,1.819444444,15.2,4553
4.902,72.32388889,14.5,4553
4.710055556,69.21638889,15.4,4554
20.48594444,10.74388889,14.9,4554
20.93025,10.5075,15,4554
22.17536111,40.89333333,15.1,4554
1.106833333,33.77055556,15.1,4555
1.396638889,33.05555556,14.8,4555
16.04180556,21.12083333,14.8,4555
0.798333333,19.59666667,14.6,4556
2.37275,39.11805556,15.2,4556
11.96583333,25.14416667,15.2,4556
1.184722222,33.83611111,15.5,4558
12.74480556,26.41972222,15.3,4558
1.632833333,34.8225,15.5,4559
18.8605,23.63472222,15.2,4559
1.583166667,35.03944444,14.9,4560
17.38238889,31.34194444,15.2,4560
0.73225,1.850277778,14.5,4561
1.397111111,33.15638889,14.9,4561
20.83305556,9.899166667,14.3,4561
13.64972222,31.365,15,4562
1.524055556,14.2775,15.1,4563
4.910611111,69.715,15.4,4563
14.69527778,5.952777778,14.9,4563
0.164833333,25.92388889,12.5,4564
8.264305556,17.02388889,15.2,4564
2.499972222,28.63361111,14.9,4566
7.740694444,29.26944444,15.5,4566
16.09777778,21.48472222,14.3,4568
14.30825,26.2875,14.8,4569
21.59677778,35.35,14.5,4569
2.030861111,16.25777778,14.6,4572
12.59,29.49194444,14.9,4573
0.911611111,5.773888889,15,4576
2.177166667,5.87,14.5,4576
23.85513889,20.57805556,15.5,4576
7.617583333,22.35194444,14.9,4578
1.823555556,13.36888889,15.3,4579
3.235666667,41.29194444,15.1,4580
1.542611111,35.35833333,13.7,4581
8.106666667,1.035833333,14.3,4582
17.29991667,33.33444444,14.6,4582
1.951916667,32.78861111,14.3,4583
7.491083333,20.055,14.9,4583
22.37941667,29.77666667,15.2,4583
1.914888889,37.52888889,15.4,4584
8.500722222,21.48861111,15.1,4584
2.58425,41.3575,14.7,4585
11.75155556,8.469722222,14,4585
0.62775,10.35805556,15,4586
8.027,15.70972222,14,4586
18.76791667,32.27944444,14.2,4586
12.62808333,27.12888889,15.5,4587
1.550555556,-0.69,14.9,4588
1.960833333,36.25527778,15.4,4588
2.037333333,9.980833333,15.4,4588
14.24730556,15.14694444,14.1,4589
18.37275,23.47805556,14.8,4589
1.349138889,34.98638889,14.8,4591
4.954222222,72.40361111,15.2,4591
6.903583333,65.20277778,15.3,4591
14.07722222,11.64583333,14.6,4592
2.183722222,37.66694444,13.2,4593
4.828472222,-2.760555556,14.1,4593
7.904722222,14.2725,15.3,4594
9.94525,46.46138889,15.1,4594
16.64711111,17.35333333,15.3,4594
1.471888889,34.30833333,14.1,4596
9.945166667,15.6375,14.3,4596
13.60130556,-1.591944444,15.4,4596
22.28605556,41.10138889,15,4596
1.992972222,14.00805556,14.4,4597
18.21713889,29.69583333,15.3,4597
8.322888889,23.74722222,15.5,4598
18.23602778,30.67416667,14.8,4598
4.675916667,4.195833333,15.3,4600
13.56563889,17.71277778,15.4,4600
14.27977778,23.00222222,15.5,4600
0.659222222,3.138611111,15,4602
2.494833333,28.57722222,15.4,4602
8.116277778,8.004166667,14.6,4603
9.770722222,47.13416667,15.4,4604
13.65636111,51.05138889,15.3,4605
23.37519444,45.60888889,15.3,4605
3.129527778,38.37166667,14.9,4606
2.647722222,27.8475,14.4,4607
6.043861111,65.37138889,14.4,4607
1.441916667,34.67527778,15.4,4608
2.170722222,25.68166667,15.3,4608
9.836416667,44.29472222,14.5,4608
12.7145,54.85611111,13.8,4608
0.662,9.004722222,15,4609
14.35452778,23.48,15.1,4609
0.614361111,23.99055556,13.3,4610
1.739055556,17.47722222,13.6,4610
23.22977778,13.68722222,15.5,4610
8.450388889,21.70666667,14.8,4611
14.07686111,27.90138889,15.3,4611
0.649305556,25.63861111,14.6,4612
1.945416667,15.01472222,14.9,4612
7.895638889,13.33722222,15.4,4612
19.68661111,43.41277778,15.2,4612
4.843694444,6.008333333,14.5,4613
12.51016667,57.31583333,15.3,4613
6.834361111,25.67222222,15,4614
7.946861111,7.477777778,13.3,4615
13.90811111,54.33055556,13.8,4615
8.316916667,20.93694444,15.5,4616
19.54425,37.87416667,15.5,4616
1.916055556,35.42027778,15.1,4617
5.381527778,72.96305556,15.1,4617
13.47086111,32.03222222,14.3,4618
18.3455,30.78972222,15.3,4618
19.33211111,44.89805556,15.1,4618
1.787833333,35.56277778,12.9,4619
1.871361111,36.03666667,15.5,4619
3.859444444,-0.468055556,15.3,4619
8.694777778,18.85972222,15.4,4619
0.658194444,25.64333333,14.5,4621
1.425388889,32.13638889,14,4621
1.88325,12.70833333,14,4621
8.00175,13.15222222,15.1,4622
13.55558333,51.49055556,14.4,4622
23.82208333,47.91861111,15.2,4622
1.863388889,30.54333333,14.9,4623
7.9945,15.38638889,14,4623
12.53558333,56.47111111,14.6,4623
0.992305556,31.79805556,15,4624
8.118305556,8.048055556,15.3,4624
4.608388889,-2.866388889,14.8,4625
4.64725,2.844722222,15.1,4625
1.567333333,-1.075833333,14.9,4626
2.016611111,15.18916667,14.6,4626
16.0755,14.81888889,15.2,4626
17.95297222,27.96138889,14.9,4626
19.63102778,41.00944444,14,4627
2.071805556,28.65555556,14.7,4628
16.07986111,14.28777778,15.2,4628
0.913972222,29.24666667,15.3,4629
1.943888889,34.17666667,13.9,4629
12.38386111,58.44472222,13.7,4629
13.895,3.3775,14.9,4629
16.87877778,39.37027778,15,4629
1.153888889,32.15138889,14.5,4630
1.948555556,33.01583333,14.9,4630
15.93988889,16.52333333,14.7,4630
16.45083333,16.38222222,15.1,4630
